make -C bluesim --no-print-directory run
LD_PRELOAD=libSegFault.so SEGFAULT_USE_ALTSTACK=1 SEGFAULT_OUTPUT_NAME=bin/bsimexe-segv-output.txt  ./bin/ubuntu.exe ; retcode=$?; exit $retcode
Start testbench:
XsimTop starting
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3214 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3215 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3216 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3217 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3218 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3219 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3220 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3221 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3222 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3223 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3224 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3225 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3226 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3227 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3228 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3229 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3230 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3231 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3232 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3233 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3234 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3235 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3236 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3237 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3238 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3239 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3240 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3241 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3242 ----------------------------------------------------
pc:000006fc inst:(00008067) expanded: jalr r 0 [r 1 0x0]

Cycle       3243 ----------------------------------------------------
pc:0000076c inst:(00a92023) expanded: sw [r18 0x0] = r10

Cycle       3244 ----------------------------------------------------
pc:00000770 inst:(00490913) expanded: addi r18 = r18 0x4

Cycle       3245 ----------------------------------------------------
pc:00000774 inst:(ff3412e3) expanded: bne r 8 r19 0xffffffe4

Cycle       3246 ----------------------------------------------------
pc:00000758 inst:(0004a583) expanded: lw r11 = [r 9 0x0]

Cycle       3247 ----------------------------------------------------
pc:0000075c inst:(00042503) expanded: lw r10 = [r 8 0x0]

Cycle       3248 ----------------------------------------------------
pc:00000760 inst:(00440413) expanded: addi r 8 = r 8 0x4

Cycle       3249 ----------------------------------------------------
pc:00000764 inst:(00448493) expanded: addi r 9 = r 9 0x4

Cycle       3250 ----------------------------------------------------
pc:00000768 inst:(f75ff0ef) expanded: jal r 1 0xffffff74

Cycle       3251 ----------------------------------------------------
pc:000006dc inst:(00050613) expanded: addi r12 = r10 0x0

Cycle       3252 ----------------------------------------------------
pc:000006e0 inst:(00000513) expanded: addi r10 = r 0 0x0

Cycle       3253 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3254 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3255 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3256 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3257 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3258 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3259 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3260 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3261 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3262 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3263 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3264 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3265 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3266 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3267 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3268 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3269 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3270 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3271 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3272 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3273 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3274 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3275 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3276 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3277 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3278 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3279 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3280 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3281 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3282 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3283 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3284 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3285 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3286 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3287 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3288 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3289 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3290 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3291 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3292 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3293 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3294 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3295 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3296 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3297 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3298 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3299 ----------------------------------------------------
pc:000006fc inst:(00008067) expanded: jalr r 0 [r 1 0x0]

Cycle       3300 ----------------------------------------------------
pc:0000076c inst:(00a92023) expanded: sw [r18 0x0] = r10

Cycle       3301 ----------------------------------------------------
pc:00000770 inst:(00490913) expanded: addi r18 = r18 0x4

Cycle       3302 ----------------------------------------------------
pc:00000774 inst:(ff3412e3) expanded: bne r 8 r19 0xffffffe4

Cycle       3303 ----------------------------------------------------
pc:00000758 inst:(0004a583) expanded: lw r11 = [r 9 0x0]

Cycle       3304 ----------------------------------------------------
pc:0000075c inst:(00042503) expanded: lw r10 = [r 8 0x0]

Cycle       3305 ----------------------------------------------------
pc:00000760 inst:(00440413) expanded: addi r 8 = r 8 0x4

Cycle       3306 ----------------------------------------------------
pc:00000764 inst:(00448493) expanded: addi r 9 = r 9 0x4

Cycle       3307 ----------------------------------------------------
pc:00000768 inst:(f75ff0ef) expanded: jal r 1 0xffffff74

Cycle       3308 ----------------------------------------------------
pc:000006dc inst:(00050613) expanded: addi r12 = r10 0x0

Cycle       3309 ----------------------------------------------------
pc:000006e0 inst:(00000513) expanded: addi r10 = r 0 0x0

Cycle       3310 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3311 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3312 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3313 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3314 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3315 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3316 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3317 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3318 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3319 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3320 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3321 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3322 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3323 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3324 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3325 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3326 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3327 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3328 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3329 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3330 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3331 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3332 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3333 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3334 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3335 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3336 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3337 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3338 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3339 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3340 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3341 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3342 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3343 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3344 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3345 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3346 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3347 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3348 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3349 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3350 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3351 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3352 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3353 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3354 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3355 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3356 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3357 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3358 ----------------------------------------------------
pc:000006fc inst:(00008067) expanded: jalr r 0 [r 1 0x0]

Cycle       3359 ----------------------------------------------------
pc:0000076c inst:(00a92023) expanded: sw [r18 0x0] = r10

Cycle       3360 ----------------------------------------------------
pc:00000770 inst:(00490913) expanded: addi r18 = r18 0x4

Cycle       3361 ----------------------------------------------------
pc:00000774 inst:(ff3412e3) expanded: bne r 8 r19 0xffffffe4

Cycle       3362 ----------------------------------------------------
pc:00000758 inst:(0004a583) expanded: lw r11 = [r 9 0x0]

Cycle       3363 ----------------------------------------------------
pc:0000075c inst:(00042503) expanded: lw r10 = [r 8 0x0]

Cycle       3364 ----------------------------------------------------
pc:00000760 inst:(00440413) expanded: addi r 8 = r 8 0x4

Cycle       3365 ----------------------------------------------------
pc:00000764 inst:(00448493) expanded: addi r 9 = r 9 0x4

Cycle       3366 ----------------------------------------------------
pc:00000768 inst:(f75ff0ef) expanded: jal r 1 0xffffff74

Cycle       3367 ----------------------------------------------------
pc:000006dc inst:(00050613) expanded: addi r12 = r10 0x0

Cycle       3368 ----------------------------------------------------
pc:000006e0 inst:(00000513) expanded: addi r10 = r 0 0x0

Cycle       3369 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3370 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3371 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3372 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3373 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3374 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3375 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3376 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3377 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3378 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3379 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3380 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3381 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3382 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3383 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3384 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3385 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3386 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3387 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3388 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3389 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3390 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3391 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3392 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3393 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3394 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3395 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3396 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3397 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3398 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3399 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3400 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3401 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3402 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3403 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3404 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3405 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3406 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3407 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3408 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3409 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3410 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3411 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3412 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3413 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3414 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3415 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3416 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3417 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3418 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3419 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3420 ----------------------------------------------------
pc:000006fc inst:(00008067) expanded: jalr r 0 [r 1 0x0]

Cycle       3421 ----------------------------------------------------
pc:0000076c inst:(00a92023) expanded: sw [r18 0x0] = r10

Cycle       3422 ----------------------------------------------------
pc:00000770 inst:(00490913) expanded: addi r18 = r18 0x4

Cycle       3423 ----------------------------------------------------
pc:00000774 inst:(ff3412e3) expanded: bne r 8 r19 0xffffffe4

Cycle       3424 ----------------------------------------------------
pc:00000758 inst:(0004a583) expanded: lw r11 = [r 9 0x0]

Cycle       3425 ----------------------------------------------------
pc:0000075c inst:(00042503) expanded: lw r10 = [r 8 0x0]

Cycle       3426 ----------------------------------------------------
pc:00000760 inst:(00440413) expanded: addi r 8 = r 8 0x4

Cycle       3427 ----------------------------------------------------
pc:00000764 inst:(00448493) expanded: addi r 9 = r 9 0x4

Cycle       3428 ----------------------------------------------------
pc:00000768 inst:(f75ff0ef) expanded: jal r 1 0xffffff74

Cycle       3429 ----------------------------------------------------
pc:000006dc inst:(00050613) expanded: addi r12 = r10 0x0

Cycle       3430 ----------------------------------------------------
pc:000006e0 inst:(00000513) expanded: addi r10 = r 0 0x0

Cycle       3431 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3432 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3433 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3434 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3435 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3436 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3437 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3438 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3439 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3440 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3441 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3442 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3443 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3444 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3445 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3446 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3447 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3448 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3449 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3450 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3451 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3452 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3453 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3454 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3455 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3456 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3457 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3458 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3459 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       3460 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3461 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3462 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3463 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       3464 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       3465 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       3466 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       3467 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       3468 ----------------------------------------------------
